Timestamp,Sensor 1 (mm),Sensor 2 (mm)
2025-07-12 18:31:25.178,137.0,171.7041015625
2025-07-12 18:31:25.212,137.0,171.7041015625
2025-07-12 18:31:25.246,137.0,171.7041015625
2025-07-12 18:31:25.280,137.0,171.7041015625
2025-07-12 18:31:25.313,137.0,171.7041015625
2025-07-12 18:31:25.347,137.0,171.7041015625
2025-07-12 18:31:25.381,137.0,171.7041015625
2025-07-12 18:31:25.415,137.0,171.7041015625
2025-07-12 18:31:25.449,137.0,171.7041015625
2025-07-12 18:31:25.482,137.0,171.7041015625
2025-07-12 18:31:25.517,137.0,171.7041015625
2025-07-12 18:31:25.551,137.0,171.7041015625
2025-07-12 18:31:25.585,137.0,171.7041015625
2025-07-12 18:31:25.618,137.0,171.7041015625
2025-07-12 18:31:25.653,138.0,171.7041015625
2025-07-12 18:31:25.687,138.0,171.7041015625
2025-07-12 18:31:25.721,138.0,171.7041015625
2025-07-12 18:31:25.755,138.0,171.7041015625
2025-07-12 18:31:25.790,138.0,171.7041015625
2025-07-12 18:31:25.823,138.0,171.7041015625
2025-07-12 18:31:25.857,138.0,171.7041015625
2025-07-12 18:31:25.891,138.0,171.7041015625
2025-07-12 18:31:25.926,138.0,171.7041015625
2025-07-12 18:31:25.960,138.0,171.7041015625
2025-07-12 18:31:25.995,138.0,171.7041015625
2025-07-12 18:31:26.029,138.0,171.7041015625
2025-07-12 18:31:26.063,138.0,171.7041015625
2025-07-12 18:31:26.097,138.0,171.7041015625
2025-07-12 18:31:26.130,138.0,171.7041015625
2025-07-12 18:31:26.164,138.0,171.7041015625
2025-07-12 18:31:26.198,138.0,171.7041015625
2025-07-12 18:31:26.232,138.0,171.7041015625
2025-07-12 18:31:26.266,138.0,171.7041015625
2025-07-12 18:31:26.300,138.0,171.7041015625
